id,eigenvector,betweenness
AGAP002751,9.78E-06,1.73E-05
AGAP002753,0.001222012,5.86E-05
AGAP002754,0.019364503,8.88E-05
AGAP002755,1.49E-05,1.80E-07
AGAP002756,8.38E-06,4.79E-05
AGAP002758,0.002174807,0.000198199
AGAP002759,0.000334821,0.000159909
AGAP002760,3.18E-05,3.00E-05
AGAP002761,5.72E-05,2.16E-07
AGAP002762,0.000920207,1.96E-05
AGAP002763,4.95E-05,2.16E-07
AGAP002764,0.000504045,8.56E-05
AGAP002765,0.000845694,7.26E-05
AGAP002766,0.000179552,0.000328999
AGAP002767,1.73E-06,0.000339155
AGAP002769,2.09E-06,4.30E-06
AGAP002770,0.001992311,1.61E-06
AGAP002771,9.94E-07,0
AGAP002775,0.003075074,0.000998286
AGAP002776,0.000886594,0.000104472
AGAP002777,0.008723357,0.000117539
AGAP002778,3.00E-05,8.63E-08
AGAP002779,0.000571867,7.34E-05
AGAP002780,0.002186234,0.000415612
AGAP002781,0.001031044,1.32E-05
AGAP002782,0.000110985,2.88E-08
AGAP002784,0.033660714,9.04E-05
AGAP002787,0.003433548,0.000178722
AGAP002788,0.008945098,0.001012495
AGAP002789,0.000979964,3.88E-07
AGAP002790,0.008560849,0.001412768
AGAP002791,0.000102784,7.20E-05
AGAP002792,1.62E-05,0.00038152
AGAP002793,0.001036258,5.49E-06
AGAP002795,0.000259918,2.12E-06
AGAP002796,0.028787105,3.23E-05
AGAP002797,7.19E-05,3.34E-06
AGAP002798,0.023899715,0.000136941
AGAP002799,0.000399621,3.02E-07
AGAP002800,0.000299114,8.28E-06
AGAP002801,2.24E-06,1.32E-06
AGAP002802,3.69E-05,0
AGAP002803,0.000130223,1.44E-08
AGAP002804,0.001523652,2.01E-06
AGAP002805,0.000172205,2.68E-05
AGAP002807,0.009449969,1.37E-07
AGAP002808,0.001158089,0.000202659
AGAP002809,2.48E-05,3.03E-05
AGAP002810,0.000164345,1.44E-08
AGAP002811,5.98E-05,1.02E-06
AGAP002812,0.013973745,0.000423595
AGAP002813,0.000369315,7.85E-06
AGAP002814,0.011841903,0.000887302
AGAP002815,0.008293461,0.000149594
AGAP002816,0.00037658,3.60E-07
AGAP002817,0.000757415,3.38E-06
AGAP002818,0.002214794,6.81E-06
AGAP002819,5.67E-06,0
AGAP002820,0.000297578,1.10E-06
AGAP002821,0.000377119,6.54E-07
AGAP002822,0.000133383,4.81E-05
AGAP002823,4.48E-05,4.03E-07
AGAP002824,0.016263579,3.49E-05
AGAP002825,0.006891315,3.28E-05
AGAP002826,6.49E-06,5.54E-05
AGAP002828,4.61E-06,2.59E-06
AGAP002829,0.000141953,1.16E-05
AGAP002830,1.98E-05,1.28E-05
AGAP002831,0.000180519,2.07E-05
AGAP002832,0.031543944,9.08E-05
AGAP002835,1.23E-05,1.02E-06
AGAP002836,0.000130194,0.000153084
AGAP002837,0.000974883,0.004319888
AGAP002838,0.000254203,0.000348906
AGAP002839,0.000108411,0
AGAP002841,0.008711504,6.12E-05
AGAP002842,0.001054594,1.16E-05
AGAP002845,0.005059757,5.76E-05
AGAP002846,1.93E-08,0
AGAP002847,0.001130057,7.05E-06
AGAP002848,0.000242684,0.000372396
AGAP002850,0.008353018,5.54E-05
AGAP002851,3.05E-07,3.19E-06
AGAP002852,4.66E-10,0
AGAP002853,4.41E-06,4.73E-05
AGAP002854,6.12E-06,4.74E-05
AGAP002855,2.61E-06,0
AGAP002856,6.96E-07,5.35E-05
AGAP002857,0.001361944,8.82E-05
AGAP002858,0.012258723,0.000322109
AGAP002859,0.002948039,5.29E-05
AGAP002862,2.90E-06,9.64E-07
AGAP002863,0.022752506,0.000178512
AGAP002864,0.001005062,0.000116192
AGAP002865,3.17E-05,0.000222869
AGAP002866,0.001084248,4.41E-05
AGAP002867,0.005208877,0.000728197
AGAP002868,1.94E-06,8.73E-06
AGAP002869,1.40E-06,0
AGAP002870,0.006234552,0.000283668
AGAP002872,0.033605737,0.000265769
AGAP002874,6.69E-05,1.01E-07
AGAP002875,0.000307126,3.60E-08
AGAP002876,1.83E-05,3.24E-07
AGAP002877,0.000322963,8.83E-05
AGAP002878,0.000269216,4.31E-08
AGAP002879,0.003521437,0.003496633
AGAP002880,0.000639363,5.13E-05
AGAP002881,0.003290933,4.65E-05
AGAP002883,2.85E-05,1.77E-06
AGAP002884,0.000210874,0
AGAP002885,0.002115517,0.000170067
AGAP002886,0.000904826,1.60E-05
AGAP002888,0.009201188,0.000308722
AGAP002889,0.01527169,8.01E-05
AGAP002890,0.00083911,5.47E-05
AGAP002891,7.92E-05,0.000124143
AGAP002892,0.001361756,0.000169881
AGAP002893,0.000679529,1.45E-05
AGAP002894,3.75E-05,9.48E-06
AGAP002895,1.67E-05,8.14E-06
AGAP002896,1.82E-05,1.01E-07
AGAP002899,0.000100404,0.000185517
AGAP002900,9.95E-05,0
AGAP002901,0.000231467,0
AGAP002902,0.00248936,1.16E-05
AGAP002903,0.006157555,0.000213931
AGAP002904,0.010604835,0.000142102
AGAP002905,2.24E-05,0.000245624
AGAP002906,0.000194185,1.58E-07
AGAP002907,0.005096637,5.52E-05
AGAP002908,3.90E-05,2.14E-05
AGAP002909,0.032252915,0.001498342
AGAP002910,0.018264877,0.000418092
AGAP002911,0.002580908,4.83E-05
AGAP002912,0.000220635,0.000167093
AGAP002913,3.24E-05,0
AGAP002915,1.89E-07,8.63E-08
AGAP002916,0.010445187,0.000156809
AGAP002917,0.001523675,1.13E-05
AGAP002918,0.000419977,1.15E-05
AGAP002919,0.013234399,0.000254874
AGAP002920,0.000693132,3.14E-05
AGAP002921,0.025723026,0.001472968
AGAP002922,0.003746798,0.00033419
AGAP002923,0.000555527,1.81E-05
AGAP002924,0.006620845,9.23E-06
AGAP002925,0.002727878,0.001584813
AGAP002926,0.001900116,1.23E-05
AGAP002928,9.22E-07,5.90E-07
AGAP002929,0.000696569,6.69E-05
AGAP002931,0.014975272,0.000145607
AGAP002932,0.029694193,0.001821068
AGAP002933,0.000169318,1.21E-05
AGAP002935,0.000198518,6.38E-05
AGAP002936,0.000362775,1.44E-08
AGAP002937,0.034640075,1.55E-05
AGAP002938,0.011833091,0.000156996
AGAP002939,1.59E-06,4.17E-07
AGAP002940,0.000460972,2.51E-06
AGAP002942,0.005633113,2.43E-06
AGAP002943,7.93E-05,2.53E-06
AGAP002945,6.32E-05,4.71E-06
AGAP002947,6.06E-06,0
AGAP002948,0.000122937,9.06E-07
AGAP002949,0.039128703,0.000621052
AGAP002950,8.57E-05,2.01E-07
AGAP002951,1.75E-05,5.54E-06
AGAP002952,0.001730434,0.000300953
AGAP002953,9.45E-05,8.77E-07
AGAP002954,0.000428966,3.19E-05
AGAP002955,1.19E-05,0
AGAP002956,0.000362835,0.000166372
AGAP002957,0.000214563,7.19E-07
AGAP002958,0.001161758,1.70E-05
AGAP002959,0.000596274,1.67E-05
AGAP002960,0.000903511,0.000138081
AGAP002961,0.000519712,6.02E-05
AGAP002966,0.000468693,0.00023923
AGAP002967,0.006267339,0.000558359
AGAP002968,3.12E-05,1.09E-05
AGAP002969,0.002087745,0.000171622
AGAP002970,0.002411281,2.93E-05
AGAP002971,0.00176896,1.01E-05
AGAP002972,0.00020455,0.000213771
AGAP002973,0.001002419,2.16E-08
AGAP002974,0.000829711,0.000880072
AGAP002975,1.55E-06,1.05E-06
AGAP002976,2.73E-05,1.10E-05
AGAP002977,0.030590849,0.00040461
AGAP002978,0.000560052,7.19E-08
AGAP002979,0.000595676,1.94E-05
AGAP002980,0.000528172,5.72E-07
AGAP002981,0.000879515,0.000632676
AGAP002982,4.59E-06,0
AGAP002983,0.000266149,3.48E-05
AGAP002984,1.53E-05,9.13E-07
AGAP002985,0.000274001,7.48E-07
AGAP002986,4.25E-07,0
AGAP002988,0.00021019,1.38E-05
AGAP002989,1.85E-06,0
AGAP002990,7.94E-05,0.000592153
AGAP002991,1.51E-05,0
AGAP002992,1.65E-06,2.31E-05
AGAP002993,0.000988763,9.18E-06
AGAP002994,9.00E-05,0
AGAP002995,0.014203562,0.00211285
AGAP002996,0.00819264,2.17E-05
AGAP002997,0.001172224,0
AGAP002999,3.65E-05,6.09E-05
AGAP003001,0.000195976,9.28E-06
AGAP003002,0.000212021,1.44E-08
AGAP003003,0.000688556,9.24E-06
AGAP003004,1.64E-05,1.46E-05
AGAP003005,0.000217407,0
AGAP003006,0.000561788,5.11E-05
AGAP003007,0.000169126,2.68E-05
AGAP003008,0.000369553,1.94E-05
AGAP003009,0.002112468,8.27E-06
AGAP003010,0.007452225,2.92E-05
AGAP003012,0.002420136,9.26E-05
AGAP003013,5.42E-07,0
AGAP003014,9.08E-06,1.60E-06
AGAP003015,8.27E-07,0.000169592
AGAP003016,0.000319489,8.98E-06
AGAP003017,2.62E-06,0
AGAP003018,0.000138233,5.46E-05
AGAP003019,0.000820044,6.37E-05
AGAP003020,2.09E-06,5.75E-08
AGAP003021,0.023830725,1.42E-05
AGAP003022,0.000178428,0.004506349
AGAP003023,6.64E-05,1.01E-06
AGAP003024,0.000382692,0.00022436
AGAP003025,0.013831752,0.000888196
AGAP003026,1.02E-05,0
AGAP003027,0.000294321,0.000140711
AGAP003028,6.80E-05,3.43E-05
AGAP003029,0.000399429,4.09E-05
AGAP003030,0.000410655,4.38E-05
AGAP003032,0.003261501,0
AGAP003033,0.000140164,7.77E-06
AGAP003034,0.001396506,6.96E-05
AGAP003035,8.91E-05,0
AGAP003036,0.00086447,0.000132252
AGAP003037,0.021798926,0.000125844
AGAP003038,3.43E-05,1.94E-06
AGAP003039,0.000300025,0
AGAP003040,6.40E-05,8.34E-07
AGAP003041,0.000205634,3.35E-05
AGAP003042,5.16E-06,0
AGAP003043,0.040136353,0.000130712
AGAP003047,0.017288952,3.89E-06
AGAP003048,0.000361177,1.29E-07
AGAP003049,5.94E-06,2.18E-05
AGAP003050,2.23E-06,8.18E-06
AGAP003051,1.36E-06,1.87E-07
AGAP003052,0.000198325,0
AGAP003053,0.008740519,0.000109267
AGAP003054,0.008804986,6.16E-05
AGAP003055,6.74E-05,9.35E-07
AGAP003056,5.78E-07,1.63E-06
AGAP003057,1.65E-05,0
AGAP003059,0.048957194,0.000141631
AGAP003060,2.00E-05,0
AGAP003061,0.000352243,0.000181867
AGAP003062,1.05E-05,0.000177294
AGAP003063,0.001283826,0.00029041
AGAP003064,0.003020986,0.001976771
AGAP003065,0.001935952,0.000145551
AGAP003068,0.001028761,0.000751379
AGAP003069,0.00062534,1.64E-05
AGAP003070,0.009825752,0.001003644
AGAP003071,0.000562159,5.06E-06
AGAP003075,0.000178174,3.99E-05
AGAP003076,0.004274166,0.001054495
AGAP003077,7.68E-07,0
AGAP003078,0.000244541,6.86E-05
AGAP003080,0.000228737,7.86E-06
AGAP003081,5.40E-05,0
AGAP003082,0.004083442,4.48E-06
AGAP003083,1.42E-06,0
AGAP003085,0.000103991,4.30E-05
AGAP003086,7.66E-05,6.45E-05
AGAP003087,0.000103004,0.000285825
AGAP003088,0.003225488,0.000266034
AGAP003089,0.002121629,0.000225613
AGAP003090,1.93E-06,2.41E-05
AGAP003091,0.001394961,2.11E-05
AGAP003092,0.00037918,4.31E-08
AGAP003093,0.000601318,6.08E-05
AGAP003094,0.000519779,0.000183836
AGAP003095,7.13E-07,0
AGAP003096,0.002020379,7.68E-05
AGAP003097,1.10E-05,5.75E-08
AGAP003098,0.006605347,0.000149664
AGAP003099,2.36E-06,3.93E-06
AGAP003106,0.000236334,1.79E-06
AGAP003108,0.003397741,0.000406138
AGAP003109,0.006808197,0.000361159
AGAP003111,0.000152872,7.97E-05
AGAP003112,0.001938749,2.63E-05
AGAP003114,5.38E-06,0
AGAP003115,0.030711108,0.000423919
AGAP003116,0.000529756,0.000145855
AGAP003118,0.011136441,0.00045297
AGAP003119,0.020547945,0.000803545
AGAP003120,0.002712283,1.20E-08
AGAP003121,6.15E-05,2.05E-05
AGAP003123,0.000446884,4.81E-05
AGAP003124,0.000197336,3.16E-07
AGAP003125,1.63E-05,0
AGAP003126,0.000273966,0.000160835
AGAP003128,0.004771042,1.98E-05
AGAP003129,0.001313684,3.46E-05
AGAP003130,0.002951282,0.000163048
AGAP003131,0.000134938,2.34E-07
AGAP003132,0.000496617,1.94E-05
AGAP003134,0.001374714,0.000111082
AGAP003135,0.001249046,0.001401339
AGAP003136,3.48E-05,0.00018716
AGAP003137,1.57E-06,8.11E-06
AGAP003138,0.022890365,7.49E-05
AGAP003139,5.56E-05,7.51E-06
AGAP003140,0.011152654,3.25E-05
AGAP003141,7.45E-06,3.49E-06
AGAP003142,0.000105629,0
AGAP003143,1.60E-05,4.31E-07
AGAP003145,0.002000339,6.79E-05
AGAP003146,0.002400352,3.87E-05
AGAP003147,0.000622354,7.63E-05
AGAP003148,7.43E-05,0
AGAP003149,0.000779903,2.85E-06
AGAP003150,0.001504019,4.67E-07
AGAP003151,7.23E-08,0
AGAP003153,0.00012751,0
AGAP003154,0.010466257,1.30E-05
AGAP003155,0.00104138,5.54E-06
AGAP003156,0.000121593,0
AGAP003157,6.25E-06,1.61E-05
AGAP003158,0.005827208,4.95E-05
AGAP003159,0.000256289,2.87E-05
AGAP003160,0.009699569,2.53E-05
AGAP003161,0.000351075,1.38E-05
AGAP003164,0.000245005,7.65E-05
AGAP003165,0.000128485,1.29E-07
AGAP003166,0.018308622,0.001184444
AGAP003167,6.87E-05,1.28E-06
AGAP003168,0.003993379,6.30E-05
AGAP003170,0.000265026,0.000112097
AGAP003171,5.47E-08,0
AGAP003172,1.10E-06,0
AGAP003173,0.000223021,7.29E-05
AGAP003174,0.024340345,5.63E-05
AGAP003175,0.003772452,1.08E-05
AGAP003176,2.41E-07,7.32E-06
AGAP003177,0.001169906,1.08E-05
AGAP003178,0.000303305,3.11E-06
AGAP003179,3.67E-05,0
AGAP003180,0.000398325,1.23E-05
AGAP003181,0.000242443,8.40E-06
AGAP003182,4.37E-05,7.15E-05
AGAP003183,0.001574727,9.87E-05
AGAP003184,3.30E-05,9.37E-05
AGAP003186,0.017535498,4.31E-05
AGAP003187,0.002194756,7.60E-05
AGAP003189,0.013440982,0.000200391
AGAP003190,9.70E-05,1.16E-06
AGAP003191,9.05E-05,0
AGAP003192,0.000159046,2.83E-05
AGAP003193,0.000127484,5.76E-05
AGAP003195,0.000532657,8.63E-08
AGAP003197,3.45E-06,0.00033917
AGAP003198,0.001598024,0.000703579
AGAP003199,0.003091299,3.73E-05
AGAP003200,1.09E-07,0
AGAP003201,7.99E-08,0
AGAP003202,0.000430692,0.000485446
AGAP003203,0.000641457,8.15E-05
AGAP003204,1.99E-05,2.34E-06
AGAP003207,0.008588053,1.94E-05
AGAP003208,1.99E-05,0
AGAP003209,0.000223744,0
AGAP003211,0.003278065,1.16E-05
AGAP003212,0.000117851,1.88E-05
AGAP003213,5.27E-05,6.65E-05
AGAP003214,0.000227146,1.61E-05
AGAP003215,2.59E-05,1.02E-05
AGAP003216,0.000163534,0.000112607
AGAP003217,0.000499942,7.13E-06
AGAP003218,0.000329294,1.19E-05
AGAP003219,0.003987208,5.25E-06
AGAP003220,7.70E-06,1.97E-05
AGAP003222,0.000476078,0.000282368
AGAP003224,0.00012039,3.66E-05
AGAP003225,0.001081439,0.000413429
AGAP003226,0.001054432,0.000104014
AGAP003227,1.64E-05,2.29E-05
AGAP003228,0.000257233,0.000121115
AGAP003229,0.000559019,0.000370686
AGAP003230,0.000196695,2.22E-05
AGAP003231,1.70E-07,0
AGAP003232,0.000636883,0
AGAP003233,0.000282006,1.30E-05
AGAP003235,0.011538697,0.000108548
AGAP003236,0.00012868,0.000220508
AGAP003237,0.000492735,1.39E-05
AGAP003238,3.30E-05,0
AGAP003239,0.000623741,7.81E-05
AGAP003240,0.004067653,2.12E-05
AGAP003241,0.000117211,5.43E-05
AGAP003242,0.000187979,0.000252414
AGAP003243,0.003735916,9.43E-05
AGAP003244,0.006152091,0.000309965
AGAP003245,3.61E-06,1.59E-05
AGAP003246,2.00E-05,2.62E-05
AGAP003247,1.96E-06,1.09E-06
AGAP003248,5.70E-06,0
AGAP003250,0.000292955,0.000184433
AGAP003251,4.12E-05,5.35E-06
AGAP003253,0.001598103,6.38E-06
AGAP003254,0.002713479,3.19E-05
AGAP003255,0.002083794,0.000109845
AGAP003256,0.019550182,0.000766635
AGAP003257,0.001734615,6.87E-05
AGAP003258,0.007300584,0.000338546
AGAP003260,0.000809651,2.95E-05
AGAP003261,0.004147096,0.000180373
AGAP003262,0.000690719,1.94E-06
AGAP003263,3.16E-05,0
AGAP003264,0.000710247,0.000102183
AGAP003265,2.81E-05,0
AGAP003266,1.63E-05,0
AGAP003267,0.000150067,1.58E-06
AGAP003268,0.021545382,0.000399938
AGAP003269,0.02160224,0.000177695
AGAP003271,0.000692209,8.95E-06
AGAP003272,0.006475988,0.000300448
AGAP003273,2.72E-06,4.23E-06
AGAP003274,6.89E-06,3.16E-06
AGAP003275,0.001496073,0.000490459
AGAP003276,1.97E-05,2.96E-06
AGAP003277,0.013863659,0.00167056
AGAP003278,0.000185656,3.62E-05
AGAP003279,5.48E-05,2.98E-05
AGAP003281,0.006742813,0.002049096
AGAP003282,0.015484009,4.15E-06
AGAP003283,0.000110321,3.79E-05
AGAP003284,0.020134438,0.000358038
AGAP003285,0.000375968,0.000248224
AGAP003286,1.71E-07,0
AGAP003288,0.006336803,0.000164814
AGAP003289,2.37E-06,0
AGAP003290,2.03E-05,1.01E-06
AGAP003293,0.000113125,1.74E-06
AGAP003294,0.001016875,0.000124144
AGAP003295,2.58E-05,0
AGAP003297,8.51E-06,1.15E-07
AGAP003300,1.38E-06,0
AGAP003301,7.96E-05,1.51E-05
AGAP003302,0.00423644,0.000160028
AGAP003304,0.000534332,0
AGAP003305,0.026434455,0.000174715
AGAP003306,0.000109989,5.57E-06
AGAP003307,2.72E-05,5.54E-07
AGAP003308,0.011853724,7.67E-05
AGAP003310,0.011779118,0.001191553
AGAP003311,0.012818246,5.55E-06
AGAP003312,0.000444621,0.000172723
AGAP003313,0.000332264,3.86E-07
AGAP003314,0.001911903,6.12E-05
AGAP003315,0.000108921,4.31E-08
AGAP003316,0.000240092,4.38E-05
AGAP003317,2.59E-06,4.31E-08
AGAP003318,0.001389131,0.000490866
AGAP003319,0.000123079,1.80E-05
AGAP003320,0.00131891,1.52E-05
AGAP003321,3.46E-06,2.63E-05
AGAP003322,0.000218987,0.000127581
AGAP003323,0.00335359,2.43E-05
AGAP003324,6.58E-05,0
AGAP003325,0.007012459,3.87E-05
AGAP003328,0.000353804,2.27E-06
AGAP003329,0.017624149,0.000356856
AGAP003331,0.000138272,1.13E-05
AGAP003332,0.022811437,0.001999667
AGAP003334,0.000118124,0
AGAP003335,0.000737429,0.00022241
AGAP003336,0.000152616,3.62E-05
AGAP003337,0.000195196,0.000255355
AGAP003338,0.002290743,0
AGAP003339,0.000358406,6.32E-06
AGAP003340,0.000338774,0.000191155
AGAP003341,0.00028866,7.51E-06
AGAP003342,0.000389693,4.95E-06
AGAP003343,2.72E-05,3.75E-06
AGAP003344,0.002955905,0.000188738
AGAP003345,0.004210712,0.001706014
AGAP003346,3.80E-06,1.79E-05
AGAP003349,0.001006303,0.000207431
AGAP003351,3.57E-05,1.96E-05
AGAP003352,1.96E-05,6.62E-06
AGAP003353,0.00042311,2.05E-05
AGAP003354,0.000829762,0.00034743
AGAP003355,0.004166631,0.000135181
AGAP003356,9.48E-06,2.30E-07
AGAP003357,0.000140218,0.000104454
AGAP003358,2.01E-06,2.54E-05
AGAP003359,0.000293336,2.05E-06
AGAP003360,0.002924924,6.66E-05
AGAP003361,0.003347619,1.71E-06
AGAP003363,1.05E-06,0
AGAP003364,0.012174931,0.002446812
AGAP003365,0.000807929,0.000230019
AGAP003366,9.05E-05,7.98E-06
AGAP003367,0.009591966,6.13E-05
AGAP003368,9.77E-05,0
AGAP003369,0.008251804,0.000202127
AGAP003371,6.58E-05,0
AGAP003372,0.000633434,2.24E-05
AGAP003373,1.90E-06,3.93E-06
AGAP003374,0.002654023,5.06E-05
AGAP003375,0.005084116,5.16E-05
AGAP003377,0.058890351,0.003040483
AGAP003378,0.000727967,5.75E-06
AGAP003379,9.01E-05,3.53E-05
AGAP003380,0.022081866,0.000358833
AGAP003381,0.004368202,0.000286045
AGAP003382,0.003308815,9.20E-07
AGAP003383,0.00076519,4.31E-08
AGAP003384,0.00104238,5.70E-05
AGAP003386,0.006484646,0.000334523
AGAP003388,5.26E-06,0
AGAP003389,0.00014019,8.37E-07
AGAP003390,0.036773546,0.000165901
AGAP003394,0.006758365,0.000119379
AGAP003395,0.002119359,0.000468632
AGAP003396,0.000237885,9.25E-05
AGAP003397,0.002308423,0.000279234
AGAP003398,0.01053547,0.001374766
AGAP003399,8.92E-06,0
AGAP003400,0.000240106,0
AGAP003401,5.92E-05,4.47E-05
AGAP003402,0.000396033,8.40E-06
AGAP003404,0.001450766,0.000261754
AGAP003405,3.99E-06,0
AGAP003406,0.000328338,2.17E-06
AGAP003409,0.006116521,1.27E-05
AGAP003410,0.004039532,0.007411689
AGAP003411,0.001201541,0.00062597
AGAP003412,0.022578402,0.000142643
AGAP003413,0.000177769,0
AGAP003414,1.33E-06,0
AGAP003415,0.000931796,2.41E-05
AGAP003416,0.001059997,0.000137619
AGAP003417,1.92E-05,3.68E-06
AGAP003418,6.92E-07,0
AGAP003419,0.000109228,0
AGAP003420,0.004708069,4.66E-05
AGAP003421,2.24E-05,2.28E-05
AGAP003422,4.99E-08,0
AGAP003423,0.000528578,2.62E-05
AGAP003424,0.000166601,8.77E-07
AGAP003425,0.00034545,1.44E-08
AGAP003428,0.032956571,0.004117673
AGAP003429,0.000215356,0
AGAP003430,0.001761137,8.38E-06
AGAP003431,0.003874372,0
AGAP003432,0.000350137,6.46E-06
AGAP003433,1.50E-05,3.22E-06
AGAP003434,0.007808471,0.000677659
AGAP003437,0.012462839,0.000119445
AGAP003438,0.000271594,1.01E-06
AGAP003439,0.020834078,0.006935688
AGAP003440,0.000137401,3.03E-05
AGAP003441,5.39E-07,0
AGAP003442,0.000117326,0.000535661
AGAP003444,0.000116677,4.00E-05
AGAP003445,0.00044424,2.33E-06
AGAP003446,0.000183261,0.000117744
AGAP003447,6.77E-05,4.90E-06
AGAP003453,1.91E-06,0
AGAP003454,0.000125211,0.000109876
AGAP003457,0.001726775,8.49E-05
AGAP003459,0.000514545,9.24E-05
AGAP003460,0.000566871,2.31E-05
AGAP003461,0.000105037,1.31E-05
AGAP003462,6.75E-05,0
AGAP003463,0.000462528,4.40E-05
AGAP003464,0.000121337,7.88E-05
AGAP003465,0.001811872,2.30E-05
AGAP003466,0.002926492,5.32E-05
AGAP003468,0.012735308,1.36E-05
AGAP003469,0.007738982,0.000133298
AGAP003470,0.001603408,3.38E-06
AGAP003471,0.001500773,0.000180055
AGAP003473,0.000242398,0.00062608
AGAP003474,0.000349156,0.000116101
AGAP003475,0.001719568,4.47E-06
AGAP003476,0.000357772,3.81E-07
AGAP003477,0.000566337,1.02E-05
AGAP003478,4.35E-05,5.03E-05
AGAP003481,0.001052957,0
AGAP003483,1.52E-06,0
AGAP003484,0.000360992,6.41E-05
AGAP003485,0.000686642,4.64E-05
AGAP003486,0.003387489,2.05E-05
AGAP003487,2.60E-07,0
AGAP003488,0.000369749,0
AGAP003489,3.36E-05,5.26E-06
AGAP003490,1.03E-07,0
AGAP003492,0.003741103,7.19E-08
AGAP003493,3.04E-05,8.69E-06
AGAP003495,9.33E-05,0
AGAP003496,0.003901821,0.000198182
AGAP003497,0.001182992,4.45E-05
AGAP003498,0.01127367,0.000173523
AGAP003499,0.000148682,0
AGAP003500,0.037866294,0.000469096
AGAP003501,0.04491467,0.000992501
AGAP003502,0.00079088,3.88E-07
AGAP003503,0.000301025,3.23E-05
AGAP003504,0.002720341,0.000121057
AGAP003506,0.011168179,0.000590805
AGAP003507,0.000151005,1.19E-06
AGAP003508,1.21E-05,2.72E-06
AGAP003509,0.002339389,0.001127227
AGAP003510,0.001772325,3.70E-05
AGAP003512,0.001482704,6.92E-05
AGAP003513,1.02E-06,0
AGAP003514,5.54E-09,0
AGAP003516,0.000335002,0.000181341
AGAP003517,0.000787569,0.000260746
AGAP003519,0.030809183,0.000498989
AGAP003521,0.000671755,2.80E-06
AGAP003523,0.000848677,0
AGAP003524,1.36E-05,0
AGAP003525,0.000908944,0.000143685
AGAP003526,0.000132558,3.39E-05
AGAP003527,0.000141162,1.02E-05
AGAP003530,0.00017955,6.16E-06
AGAP003531,0.000652204,4.16E-05
AGAP003532,0.010766219,0.000191727
AGAP003533,0.002630663,9.47E-05
AGAP003534,0.000434546,5.29E-05
AGAP003535,5.30E-06,2.45E-05
AGAP003536,0.000300318,0.000301331
AGAP003537,0.008788644,1.43E-05
AGAP003538,0.01181988,7.62E-05
AGAP003539,0.00081865,3.59E-06
AGAP003540,0.001288737,0.001048228
AGAP003541,0.026918034,0.00057201
AGAP003543,0.000498336,5.08E-05
AGAP003544,0.000110589,6.04E-07
AGAP003545,6.26E-05,9.58E-06
AGAP003546,0.008680016,4.45E-06
AGAP003547,0.001237439,5.41E-05
AGAP003548,0.000211667,3.75E-06
AGAP003549,0.000271645,1.45E-05
AGAP003550,6.70E-05,6.81E-06
AGAP003551,0.000195034,1.10E-05
AGAP003552,0.000847478,0.000101459
AGAP003553,0.012079487,0.000190408
AGAP003555,0.001087344,1.28E-06
AGAP003556,0.015784938,0.001020284
AGAP003557,0.000338887,6.87E-06
AGAP003558,0.002067429,0.00010772
AGAP003559,0.052847514,8.46E-05
AGAP003560,9.55E-06,4.17E-07
AGAP003562,6.16E-05,5.26E-06
AGAP003565,3.47E-05,0.000385976
AGAP003566,0.000112626,0
AGAP003567,0.000944929,1.68E-05
AGAP003568,0.003093926,0.000431776
AGAP003570,0.002052472,3.67E-07
AGAP003571,0.002867361,1.30E-05
AGAP003572,0.052958388,0.001312515
AGAP003573,0.042679792,0.000812821
AGAP003575,0.000139617,0
AGAP003576,0.00020847,3.82E-05
AGAP003578,3.21E-06,1.25E-06
AGAP003579,4.39E-06,2.73E-06
AGAP003580,0.000945398,0.000255866
AGAP003582,0.000297943,0
AGAP003583,1.12E-06,0
AGAP003584,7.65E-05,4.74E-06
AGAP003585,0.000661945,0.000280361
AGAP003586,0.000134995,3.27E-06
AGAP003588,0.010724456,4.95E-05
AGAP003589,0.000177444,6.16E-05
AGAP003590,0.000698577,1.21E-05
AGAP003591,0.000301718,1.65E-06
AGAP003592,0.007068847,1.83E-05
AGAP003593,0.000132978,1.83E-05
AGAP003594,0.00087186,3.34E-05
AGAP003595,0.000178503,0
AGAP003596,2.13E-05,2.55E-05
AGAP003597,0.000253525,0.000134946
AGAP003598,0.000134537,8.44E-06
AGAP003599,0.019428452,0.000451488
AGAP003600,3.26E-05,9.06E-07
AGAP003601,0.000333861,0
AGAP003602,0.000319544,1.98E-06
AGAP003603,0.002630075,4.19E-06
AGAP003604,0.000703239,2.58E-05
AGAP003605,0.001245834,4.23E-05
AGAP003606,1.64E-05,0.000119943
AGAP003607,0.008125989,8.30E-05
AGAP003608,6.60E-06,1.89E-06
AGAP003610,2.33E-05,0.000170606
AGAP003611,3.02E-05,0
AGAP003612,0.000781365,0.000161964
AGAP003613,0.00063657,8.52E-05
AGAP003614,6.09E-06,0
AGAP003615,0.000713238,5.35E-06
AGAP003616,0.002861372,1.28E-05
AGAP003618,3.77E-05,0
AGAP003619,0.01042343,0.000424782
AGAP003620,0.002506771,0.000531017
AGAP003621,0.000120418,2.04E-05
AGAP003622,7.40E-05,5.10E-05
AGAP003626,0.015782732,4.78E-06
AGAP003629,1.27E-07,1.65E-06
AGAP003630,0.000116073,0
AGAP003631,0.000164677,3.90E-05
AGAP003632,0.000536564,7.89E-05
